NAME;SOCR;Region;Area;City;Settlement;Street;Level;Type
Кошехабльский;р-н;0001;002;000;000;0000;Area;201
Красногвардейский;р-н;0001;003;000;000;0000;Area;201
Майкопский;р-н;0001;004;000;000;0000;Area;201
Тахтамукайский;р-н;0001;005;000;000;0000;Area;201
Теучежский;р-н;0001;006;000;000;0000;Area;201
Шовгеновский;р-н;0001;007;000;000;0000;Area;201
Гиагинский;р-н;0001;008;000;000;0000;Area;201
Уфимский;р-н;0002;001;000;000;0000;Area;201
Альшеевский;р-н;0002;002;000;000;0000;Area;201
Архангельский;р-н;0002;003;000;000;0000;Area;201
Аскинский;р-н;0002;004;000;000;0000;Area;201
Аургазинский;р-н;0002;005;000;000;0000;Area;201
Баймакский;р-н;0002;006;000;000;0000;Area;201
Бакалинский;р-н;0002;007;000;000;0000;Area;201
Балтачевский;р-н;0002;008;000;000;0000;Area;201
Белебеевский;р-н;0002;009;000;000;0000;Area;201
Белокатайский;р-н;0002;010;000;000;0000;Area;201
Белорецкий;р-н;0002;011;000;000;0000;Area;201
Бижбулякский;р-н;0002;012;000;000;0000;Area;201
Бирский;р-н;0002;013;000;000;0000;Area;201
Благоварский;р-н;0002;014;000;000;0000;Area;201
Благовещенский;р-н;0002;015;000;000;0000;Area;201
Буздякский;р-н;0002;016;000;000;0000;Area;201
Бураевский;р-н;0002;017;000;000;0000;Area;201
Бурзянский;р-н;0002;018;000;000;0000;Area;201
Гафурийский;р-н;0002;019;000;000;0000;Area;201
Дуванский;р-н;0002;020;000;000;0000;Area;201
Ермекеевский;р-н;0002;021;000;000;0000;Area;201
Зианчуринский;р-н;0002;022;000;000;0000;Area;201
Зилаирский;р-н;0002;023;000;000;0000;Area;201
Иглинский;р-н;0002;024;000;000;0000;Area;201
Илишевский;р-н;0002;025;000;000;0000;Area;201
Ишимбайский;р-н;0002;026;000;000;0000;Area;201
Калтасинский;р-н;0002;027;000;000;0000;Area;201
Караидельский;р-н;0002;028;000;000;0000;Area;201
Кармаскалинский;р-н;0002;029;000;000;0000;Area;201
Кигинский;р-н;0002;030;000;000;0000;Area;201
Краснокамский;р-н;0002;031;000;000;0000;Area;201
Кугарчинский;р-н;0002;032;000;000;0000;Area;201
Куюргазинский;р-н;0002;033;000;000;0000;Area;201
Кушнаренковский;р-н;0002;034;000;000;0000;Area;201
Мелеузовский;р-н;0002;035;000;000;0000;Area;201
Мечетлинский;р-н;0002;036;000;000;0000;Area;201
Мишкинский;р-н;0002;037;000;000;0000;Area;201
Миякинский;р-н;0002;038;000;000;0000;Area;201
Нуримановский;р-н;0002;039;000;000;0000;Area;201
Салаватский;р-н;0002;040;000;000;0000;Area;201
Стерлибашевский;р-н;0002;041;000;000;0000;Area;201
Стерлитамакский;р-н;0002;042;000;000;0000;Area;201
Татышлинский;р-н;0002;043;000;000;0000;Area;201
Туймазинский;р-н;0002;044;000;000;0000;Area;201
Учалинский;р-н;0002;046;000;000;0000;Area;201
Федоровский;р-н;0002;047;000;000;0000;Area;201
Хайбуллинский;р-н;0002;048;000;000;0000;Area;201
Чекмагушевский;р-н;0002;049;000;000;0000;Area;201
Чишминский;р-н;0002;050;000;000;0000;Area;201
Шаранский;р-н;0002;051;000;000;0000;Area;201
Янаульский;р-н;0002;052;000;000;0000;Area;201
Абзелиловский;р-н;0002;053;000;000;0000;Area;201
Давлекановский;р-н;0002;059;000;000;0000;Area;201
Дюртюлинский;р-н;0002;060;000;000;0000;Area;201
Баунтовский эвенкийский;р-н;0003;002;000;000;0000;Area;201
Бичурский;р-н;0003;003;000;000;0000;Area;201
Джидинский;р-н;0003;004;000;000;0000;Area;201
Еравнинский;р-н;0003;005;000;000;0000;Area;201
Заиграевский;р-н;0003;006;000;000;0000;Area;201
Закаменский;р-н;0003;007;000;000;0000;Area;201
Иволгинский;р-н;0003;008;000;000;0000;Area;201
Кабанский;р-н;0003;009;000;000;0000;Area;201
Кижингинский;р-н;0003;010;000;000;0000;Area;201
Курумканский;р-н;0003;011;000;000;0000;Area;201
Кяхтинский;р-н;0003;012;000;000;0000;Area;201
Муйский;р-н;0003;013;000;000;0000;Area;201
Мухоршибирский;р-н;0003;014;000;000;0000;Area;201
Окинский;р-н;0003;015;000;000;0000;Area;201
Прибайкальский;р-н;0003;016;000;000;0000;Area;201
Северо-Байкальский;р-н;0003;017;000;000;0000;Area;201
Северобайкальский;р-н;0003;017;000;000;0000;Area;201
Селенгинский;р-н;0003;018;000;000;0000;Area;201
Тарбагатайский;р-н;0003;019;000;000;0000;Area;201
Тункинский;р-н;0003;020;000;000;0000;Area;201
Хоринский;р-н;0003;021;000;000;0000;Area;201
Баргузинский;р-н;0003;022;000;000;0000;Area;201
Кош-Агачский;р-н;0004;002;000;000;0000;Area;201
Майминский;р-н;0004;003;000;000;0000;Area;201
Онгудайский;р-н;0004;004;000;000;0000;Area;201
Турочакский;р-н;0004;005;000;000;0000;Area;201
Турачакский;р-н;0004;005;000;000;0000;Area;201
Улаганский;р-н;0004;006;000;000;0000;Area;201
Усть-Канский;р-н;0004;007;000;000;0000;Area;201
Усть-Коксинский;р-н;0004;008;000;000;0000;Area;201
Чемальский;р-н;0004;009;000;000;0000;Area;201
Чойский;р-н;0004;010;000;000;0000;Area;201
Шебалинский;р-н;0004;011;000;000;0000;Area;201
Агульский;р-н;0005;002;000;000;0000;Area;201
Акушинский;р-н;0005;003;000;000;0000;Area;201
Ахвахский;р-н;0005;004;000;000;0000;Area;201
Ахтынский;р-н;0005;005;000;000;0000;Area;201
Бабаюртовский;р-н;0005;006;000;000;0000;Area;201
Ботлихский;р-н;0005;007;000;000;0000;Area;201
Буйнакский;р-н;0005;008;000;000;0000;Area;201
Гергебильский;р-н;0005;009;000;000;0000;Area;201
Гумбетовский;р-н;0005;010;000;000;0000;Area;201
Гунибский;р-н;0005;011;000;000;0000;Area;201
Дахадаевский;р-н;0005;012;000;000;0000;Area;201
Дербентский;р-н;0005;013;000;000;0000;Area;201
Докузпаринский;р-н;0005;014;000;000;0000;Area;201
Казбековский;р-н;0005;015;000;000;0000;Area;201
Кайтагский;р-н;0005;016;000;000;0000;Area;201
Карабудахкентский;р-н;0005;017;000;000;0000;Area;201
Каякентский;р-н;0005;018;000;000;0000;Area;201
Кизилюртовский;р-н;0005;019;000;000;0000;Area;201
Кизлярский;р-н;0005;020;000;000;0000;Area;201
Кулинский;р-н;0005;022;000;000;0000;Area;201
Кумторкалинский;р-н;0005;023;000;000;0000;Area;201
Курахский;р-н;0005;024;000;000;0000;Area;201
Лакский;р-н;0005;025;000;000;0000;Area;201
Левашинский;р-н;0005;026;000;000;0000;Area;201
Магарамкентский;р-н;0005;027;000;000;0000;Area;201
Новолакский;р-н;0005;028;000;000;0000;Area;201
Ногайский;р-н;0005;029;000;000;0000;Area;201
Рутульский;р-н;0005;030;000;000;0000;Area;201
Сергокалинский;р-н;0005;031;000;000;0000;Area;201
Сулейман-Стальский;р-н;0005;032;000;000;0000;Area;201
Табасаранский;р-н;0005;033;000;000;0000;Area;201
Тарумовский;р-н;0005;034;000;000;0000;Area;201
Тляратинский;р-н;0005;035;000;000;0000;Area;201
Унцукульский;р-н;0005;036;000;000;0000;Area;201
Хасавюртовский;р-н;0005;037;000;000;0000;Area;201
Хивский;р-н;0005;038;000;000;0000;Area;201
Хунзахский;р-н;0005;039;000;000;0000;Area;201
Цумадинский;р-н;0005;040;000;000;0000;Area;201
Цунтинский;р-н;0005;041;000;000;0000;Area;201
Чародинский;р-н;0005;042;000;000;0000;Area;201
Шамильский;р-н;0005;043;000;000;0000;Area;201
Назрановский;р-н;0006;001;000;000;0000;Area;201
Джейрахский;р-н;0006;002;000;000;0000;Area;201
Малгобекский;р-н;0006;003;000;000;0000;Area;201
Сунженский;р-н;0006;004;000;000;0000;Area;201
Баксанский;р-н;0007;002;000;000;0000;Area;201
Зольский;р-н;0007;003;000;000;0000;Area;201
Майский;р-н;0007;004;000;000;0000;Area;201
Прохладненский;р-н;0007;005;000;000;0000;Area;201
Терский;р-н;0007;006;000;000;0000;Area;201
Урванский;р-н;0007;007;000;000;0000;Area;201
Чегемский;р-н;0007;008;000;000;0000;Area;201
Черекский;р-н;0007;009;000;000;0000;Area;201
Эльбрусский;р-н;0007;010;000;000;0000;Area;201
Лескенский;р-н;0007;011;000;000;0000;Area;201
Городовиковский;р-н;0008;002;000;000;0000;Area;201
Ики-Бурульский;р-н;0008;003;000;000;0000;Area;201
Кетченеровский;р-н;0008;005;000;000;0000;Area;201
Лаганский;р-н;0008;006;000;000;0000;Area;201
Малодербетовский;р-н;0008;007;000;000;0000;Area;201
Октябрьский;р-н;0008;008;000;000;0000;Area;201
Приютненский;р-н;0008;009;000;000;0000;Area;201
Сарпинский;р-н;0008;010;000;000;0000;Area;201
Целинный;р-н;0008;011;000;000;0000;Area;201
Черноземельский;р-н;0008;012;000;000;0000;Area;201
Юстинский;р-н;0008;013;000;000;0000;Area;201
Яшалтинский;р-н;0008;014;000;000;0000;Area;201
Яшкульский;р-н;0008;015;000;000;0000;Area;201
Адыге-Хабльский;р-н;0009;002;000;000;0000;Area;201
Зеленчукский;р-н;0009;003;000;000;0000;Area;201
Карачаевский;р-н;0009;004;000;000;0000;Area;201
Малокарачаевский;р-н;0009;005;000;000;0000;Area;201
Прикубанский;р-н;0009;006;000;000;0000;Area;201
Урупский;р-н;0009;007;000;000;0000;Area;201
Усть-Джегутинский;р-н;0009;008;000;000;0000;Area;201
Хабезский;р-н;0009;009;000;000;0000;Area;201
Абазинский;р-н;0009;010;000;000;0000;Area;201
Ногайский;р-н;0009;011;000;000;0000;Area;201
Прионежский;р-н;0010;001;000;000;0000;Area;201
Беломорский;р-н;0010;002;000;000;0000;Area;201
Калевальский;р-н;0010;003;000;000;0000;Area;201
Кемский;р-н;0010;004;000;000;0000;Area;201
Кондопожский;р-н;0010;005;000;000;0000;Area;201
Лахденпохский;р-н;0010;006;000;000;0000;Area;201
Лоухский;р-н;0010;007;000;000;0000;Area;201
Медвежьегорский;р-н;0010;008;000;000;0000;Area;201
Муезерский;р-н;0010;009;000;000;0000;Area;201
Олонецкий;р-н;0010;010;000;000;0000;Area;201
Питкярантский;р-н;0010;011;000;000;0000;Area;201
Пряжинский;р-н;0010;012;000;000;0000;Area;201
Пудожский;р-н;0010;013;000;000;0000;Area;201
Сегежский;р-н;0010;014;000;000;0000;Area;201
Суоярвский;р-н;0010;015;000;000;0000;Area;201
Воркутинский;р-н;0011;002;000;000;0000;Area;201
Вуктыльский;р-н;0011;003;000;000;0000;Area;201
Ижемский;р-н;0011;004;000;000;0000;Area;201
Интинский;р-н;0011;005;000;000;0000;Area;201
Княжпогостский;р-н;0011;006;000;000;0000;Area;201
Койгородский;р-н;0011;007;000;000;0000;Area;201
Корткеросский;р-н;0011;008;000;000;0000;Area;201
Печорский;р-н;0011;009;000;000;0000;Area;201
Прилузский;р-н;0011;010;000;000;0000;Area;201
Сосногорский;р-н;0011;011;000;000;0000;Area;201
Сыктывдинский;р-н;0011;012;000;000;0000;Area;201
Сысольский;р-н;0011;013;000;000;0000;Area;201
Троицко-Печорский;р-н;0011;014;000;000;0000;Area;201
Удорский;р-н;0011;015;000;000;0000;Area;201
Усинский;р-н;0011;016;000;000;0000;Area;201
Усть-Вымский;р-н;0011;017;000;000;0000;Area;201
Усть-Куломский;р-н;0011;018;000;000;0000;Area;201
Усть-Цилемский;р-н;0011;019;000;000;0000;Area;201
Ухтинский;р-н;0011;020;000;000;0000;Area;201
Волжский;р-н;0012;002;000;000;0000;Area;201
Горномарийский;р-н;0012;003;000;000;0000;Area;201
Звениговский;р-н;0012;004;000;000;0000;Area;201
Килемарский;р-н;0012;005;000;000;0000;Area;201
Куженерский;р-н;0012;006;000;000;0000;Area;201
Мари-Турекский;р-н;0012;007;000;000;0000;Area;201
Медведевский;р-н;0012;008;000;000;0000;Area;201
Моркинский;р-н;0012;009;000;000;0000;Area;201
Новоторъяльский;р-н;0012;010;000;000;0000;Area;201
Оршанский;р-н;0012;011;000;000;0000;Area;201
Параньгинский;р-н;0012;012;000;000;0000;Area;201
Сернурский;р-н;0012;013;000;000;0000;Area;201
Советский;р-н;0012;014;000;000;0000;Area;201
Юринский;р-н;0012;015;000;000;0000;Area;201
Ардатовский;р-н;0013;002;000;000;0000;Area;201
Атюрьевский;р-н;0013;003;000;000;0000;Area;201
Атяшевский;р-н;0013;004;000;000;0000;Area;201
Большеберезниковский;р-н;0013;005;000;000;0000;Area;201
Большеигнатовский;р-н;0013;006;000;000;0000;Area;201
Дубенский;р-н;0013;007;000;000;0000;Area;201
Ельниковский;р-н;0013;008;000;000;0000;Area;201
Зубово-Полянский;р-н;0013;009;000;000;0000;Area;201
Инсарский;р-н;0013;010;000;000;0000;Area;201
Ичалковский;р-н;0013;011;000;000;0000;Area;201
Кадошкинский;р-н;0013;012;000;000;0000;Area;201
Ковылкинский;р-н;0013;013;000;000;0000;Area;201
Кочкуровский;р-н;0013;014;000;000;0000;Area;201
Краснослободский;р-н;0013;015;000;000;0000;Area;201
Лямбирский;р-н;0013;016;000;000;0000;Area;201
Ромодановский;р-н;0013;017;000;000;0000;Area;201
Рузаевский;р-н;0013;018;000;000;0000;Area;201
Старошайговский;р-н;0013;019;000;000;0000;Area;201
Темниковский;р-н;0013;020;000;000;0000;Area;201
Теньгушевский;р-н;0013;021;000;000;0000;Area;201
Торбеевский;р-н;0013;022;000;000;0000;Area;201
Чамзинский;р-н;0013;023;000;000;0000;Area;201
Абыйский;у;0014;002;000;000;0000;Area;202
Алданский;у;0014;003;000;000;0000;Area;202
Аллаиховский;у;0014;004;000;000;0000;Area;202
Амгинский;у;0014;005;000;000;0000;Area;202
Анабарский;у;0014;006;000;000;0000;Area;202
Булунский;у;0014;007;000;000;0000;Area;202
Верхневилюйский;у;0014;008;000;000;0000;Area;202
Верхнеколымский;у;0014;009;000;000;0000;Area;202
Верхоянский;у;0014;010;000;000;0000;Area;202
Вилюйский;у;0014;011;000;000;0000;Area;202
Горный;у;0014;012;000;000;0000;Area;202
Жиганский;у;0014;013;000;000;0000;Area;202
Кобяйский;у;0014;014;000;000;0000;Area;202
Ленский;у;0014;015;000;000;0000;Area;202
Мегино-Кангаласский;у;0014;016;000;000;0000;Area;202
Мирнинский;у;0014;017;000;000;0000;Area;202
Момский;у;0014;018;000;000;0000;Area;202
Момский Национальный;у;0014;018;000;000;0000;Area;202
Намский;у;0014;019;000;000;0000;Area;202
Нижнеколымский;у;0014;020;000;000;0000;Area;202
Нюрбинский;у;0014;021;000;000;0000;Area;202
Оймяконский;у;0014;022;000;000;0000;Area;202
Олекминский;у;0014;023;000;000;0000;Area;202
Оленекский эвенкийский национальный;у;0014;024;000;000;0000;Area;202
Оленекский;у;0014;024;000;000;0000;Area;202
Среднеколымский;у;0014;025;000;000;0000;Area;202
Сунтарский;у;0014;026;000;000;0000;Area;202
Таттинский;у;0014;027;000;000;0000;Area;202
Томпонский;у;0014;028;000;000;0000;Area;202
Усть-Алданский;у;0014;029;000;000;0000;Area;202
Усть-Майский;у;0014;030;000;000;0000;Area;202
Усть-Янский;у;0014;031;000;000;0000;Area;202
Хангаласский;у;0014;032;000;000;0000;Area;202
Чурапчинский;у;0014;033;000;000;0000;Area;202
Эвено-Бытантайский Национальный;у;0014;034;000;000;0000;Area;202
Алагирский;р-н;0015;002;000;000;0000;Area;201
Ардонский;р-н;0015;003;000;000;0000;Area;201
Дигорский;р-н;0015;004;000;000;0000;Area;201
Ирафский;р-н;0015;005;000;000;0000;Area;201
Кировский;р-н;0015;006;000;000;0000;Area;201
Моздокский;р-н;0015;007;000;000;0000;Area;201
Правобережный;р-н;0015;008;000;000;0000;Area;201
Пригородный;р-н;0015;009;000;000;0000;Area;201
Агрызский;р-н;0016;002;000;000;0000;Area;201
Азнакаевский;р-н;0016;003;000;000;0000;Area;201
Аксубаевский;р-н;0016;004;000;000;0000;Area;201
Актанышский;р-н;0016;005;000;000;0000;Area;201
Алексеевский;р-н;0016;006;000;000;0000;Area;201
Алькеевский;р-н;0016;007;000;000;0000;Area;201
Альметьевский;р-н;0016;008;000;000;0000;Area;201
Апастовский;р-н;0016;009;000;000;0000;Area;201
Арский;р-н;0016;010;000;000;0000;Area;201
Атнинский;р-н;0016;011;000;000;0000;Area;201
Бавлинский;р-н;0016;012;000;000;0000;Area;201
Балтасинский;р-н;0016;013;000;000;0000;Area;201
Бугульминский;р-н;0016;014;000;000;0000;Area;201
Буинский;р-н;0016;015;000;000;0000;Area;201
Верхнеуслонский;р-н;0016;016;000;000;0000;Area;201
Высокогорский;р-н;0016;017;000;000;0000;Area;201
Дрожжановский;р-н;0016;018;000;000;0000;Area;201
Елабужский;р-н;0016;019;000;000;0000;Area;201
Заинский;р-н;0016;020;000;000;0000;Area;201
Зеленодольский;р-н;0016;021;000;000;0000;Area;201
Кайбицкий;р-н;0016;022;000;000;0000;Area;201
Камско-Устьинский;р-н;0016;023;000;000;0000;Area;201
Кукморский;р-н;0016;024;000;000;0000;Area;201
Лаишевский;р-н;0016;025;000;000;0000;Area;201
Лениногорский;р-н;0016;026;000;000;0000;Area;201
Мамадышский;р-н;0016;027;000;000;0000;Area;201
Менделеевский;р-н;0016;028;000;000;0000;Area;201
Мензелинский;р-н;0016;029;000;000;0000;Area;201
Муслюмовский;р-н;0016;030;000;000;0000;Area;201
Нижнекамский;р-н;0016;031;000;000;0000;Area;201
Новошешминский;р-н;0016;032;000;000;0000;Area;201
Нурлатский;р-н;0016;033;000;000;0000;Area;201
Пестречинский;р-н;0016;034;000;000;0000;Area;201
Рыбно-Слободский;р-н;0016;035;000;000;0000;Area;201
Сабинский;р-н;0016;036;000;000;0000;Area;201
Сармановский;р-н;0016;037;000;000;0000;Area;201
Спасский;р-н;0016;038;000;000;0000;Area;201
Тетюшский;р-н;0016;039;000;000;0000;Area;201
Тукаевский;р-н;0016;040;000;000;0000;Area;201
Тюлячинский;р-н;0016;041;000;000;0000;Area;201
Черемшанский;р-н;0016;042;000;000;0000;Area;201
Чистопольский;р-н;0016;043;000;000;0000;Area;201
Ютазинский;р-н;0016;044;000;000;0000;Area;201
Тукая;р-н;0016;045;000;000;0000;Area;201
Бай-Тайгинский;р-н;0017;002;000;000;0000;Area;201
Барун-Хемчикский;р-н;0017;003;000;000;0000;Area;201
Дзун-Хемчикский;р-н;0017;004;000;000;0000;Area;201
Каа-Хемский;р-н;0017;005;000;000;0000;Area;201
Кызылский;р-н;0017;006;000;000;0000;Area;201
Монгун-Тайгинский;р-н;0017;007;000;000;0000;Area;201
Овюрский;р-н;0017;008;000;000;0000;Area;201
Пий-Хемский;р-н;0017;009;000;000;0000;Area;201
Сут-Хольский;р-н;0017;010;000;000;0000;Area;201
Тандинский;р-н;0017;011;000;000;0000;Area;201
Тес-Хемский;р-н;0017;012;000;000;0000;Area;201
Тоджинский;р-н;0017;013;000;000;0000;Area;201
Улуг-Хемский;р-н;0017;014;000;000;0000;Area;201
Чаа-Хольский;р-н;0017;015;000;000;0000;Area;201
Чеди-Хольский;р-н;0017;016;000;000;0000;Area;201
Эрзинский;р-н;0017;017;000;000;0000;Area;201
Тере-Хольский;р-н;0017;018;000;000;0000;Area;201
Алнашский;р-н;0018;002;000;000;0000;Area;201
Балезинский;р-н;0018;003;000;000;0000;Area;201
Вавожский;р-н;0018;004;000;000;0000;Area;201
Воткинский;р-н;0018;005;000;000;0000;Area;201
Глазовский;р-н;0018;006;000;000;0000;Area;201
Граховский;р-н;0018;007;000;000;0000;Area;201
Дебесский;р-н;0018;008;000;000;0000;Area;201
Завьяловский;р-н;0018;009;000;000;0000;Area;201
Игринский;р-н;0018;010;000;000;0000;Area;201
Камбарский;р-н;0018;011;000;000;0000;Area;201
Каракулинский;р-н;0018;012;000;000;0000;Area;201
Кезский;р-н;0018;013;000;000;0000;Area;201
Кизнерский;р-н;0018;014;000;000;0000;Area;201
Киясовский;р-н;0018;015;000;000;0000;Area;201
Красногорский;р-н;0018;016;000;000;0000;Area;201
Малопургинский;р-н;0018;017;000;000;0000;Area;201
Можгинский;р-н;0018;018;000;000;0000;Area;201
Сарапульский;р-н;0018;019;000;000;0000;Area;201
Селтинский;р-н;0018;020;000;000;0000;Area;201
Сюмсинский;р-н;0018;021;000;000;0000;Area;201
Увинский;р-н;0018;022;000;000;0000;Area;201
Шарканский;р-н;0018;023;000;000;0000;Area;201
Юкаменский;р-н;0018;024;000;000;0000;Area;201
Якшур-Бодьинский;р-н;0018;025;000;000;0000;Area;201
Ярский;р-н;0018;026;000;000;0000;Area;201
Алтайский;р-н;0019;002;000;000;0000;Area;201
Аскизский;р-н;0019;003;000;000;0000;Area;201
Бейский;р-н;0019;004;000;000;0000;Area;201
Боградский;р-н;0019;005;000;000;0000;Area;201
Орджоникидзевский;р-н;0019;006;000;000;0000;Area;201
Таштыпский;р-н;0019;007;000;000;0000;Area;201
Усть-Абаканский;р-н;0019;008;000;000;0000;Area;201
Ширинский;р-н;0019;009;000;000;0000;Area;201
Ачхой-Мартановский;р-н;0020;002;000;000;0000;Area;201
Веденский;р-н;0020;003;000;000;0000;Area;201
Грозненский;р-н;0020;004;000;000;0000;Area;201
Гудермесский;р-н;0020;005;000;000;0000;Area;201
Курчалоевский;р-н;0020;006;000;000;0000;Area;201
Надтеречный;р-н;0020;007;000;000;0000;Area;201
Наурский;р-н;0020;008;000;000;0000;Area;201
Ножай-Юртовский;р-н;0020;009;000;000;0000;Area;201
Урус-Мартановский;р-н;0020;010;000;000;0000;Area;201
Шелковской;р-н;0020;011;000;000;0000;Area;201
Шалинский;р-н;0020;012;000;000;0000;Area;201
Шатойский;р-н;0020;018;000;000;0000;Area;201
Шаройский;р-н;0020;019;000;000;0000;Area;201
Итум-Калинский;р-н;0020;028;000;000;0000;Area;201
Сунженский;р-н;0020;029;000;000;0000;Area;201
Алатырский;р-н;0021;002;000;000;0000;Area;201
Аликовский;р-н;0021;003;000;000;0000;Area;201
Батыревский;р-н;0021;004;000;000;0000;Area;201
Вурнарский;р-н;0021;005;000;000;0000;Area;201
Ибресинский;р-н;0021;006;000;000;0000;Area;201
Канашский;р-н;0021;007;000;000;0000;Area;201
Козловский;р-н;0021;008;000;000;0000;Area;201
Комсомольский;р-н;0021;009;000;000;0000;Area;201
Красноармейский;р-н;0021;010;000;000;0000;Area;201
Красночетайский;р-н;0021;011;000;000;0000;Area;201
Мариинско-Посадский;р-н;0021;012;000;000;0000;Area;201
Моргаушский;р-н;0021;013;000;000;0000;Area;201
Порецкий;р-н;0021;014;000;000;0000;Area;201
Урмарский;р-н;0021;015;000;000;0000;Area;201
Цивильский;р-н;0021;016;000;000;0000;Area;201
Чебоксарский;р-н;0021;017;000;000;0000;Area;201
Шемуршинский;р-н;0021;018;000;000;0000;Area;201
Шумерлинский;р-н;0021;019;000;000;0000;Area;201
Ядринский;р-н;0021;020;000;000;0000;Area;201
Яльчикский;р-н;0021;021;000;000;0000;Area;201
Янтиковский;р-н;0021;022;000;000;0000;Area;201
Алейский;р-н;0022;002;000;000;0000;Area;201
Алтайский;р-н;0022;003;000;000;0000;Area;201
Баевский;р-н;0022;004;000;000;0000;Area;201
Бийский;р-н;0022;005;000;000;0000;Area;201
Благовещенский;р-н;0022;006;000;000;0000;Area;201
Бурлинский;р-н;0022;007;000;000;0000;Area;201
Быстроистокский;р-н;0022;008;000;000;0000;Area;201
Волчихинский;р-н;0022;009;000;000;0000;Area;201
Егорьевский;р-н;0022;010;000;000;0000;Area;201
Ельцовский;р-н;0022;011;000;000;0000;Area;201
Завьяловский;р-н;0022;012;000;000;0000;Area;201
Залесовский;р-н;0022;013;000;000;0000;Area;201
Заринский;р-н;0022;014;000;000;0000;Area;201
Змеиногорский;р-н;0022;015;000;000;0000;Area;201
Зональный;р-н;0022;016;000;000;0000;Area;201
Калманский;р-н;0022;017;000;000;0000;Area;201
Каменский;р-н;0022;018;000;000;0000;Area;201
Ключевский;р-н;0022;019;000;000;0000;Area;201
Косихинский;р-н;0022;020;000;000;0000;Area;201
Красногорский;р-н;0022;021;000;000;0000;Area;201
Краснощёковский;р-н;0022;022;000;000;0000;Area;201
Краснощековский;р-н;0022;022;000;000;0000;Area;201
Крутихинский;р-н;0022;023;000;000;0000;Area;201
Кулундинский;р-н;0022;024;000;000;0000;Area;201
Курьинский;р-н;0022;025;000;000;0000;Area;201
Кытмановский;р-н;0022;026;000;000;0000;Area;201
Локтевский;р-н;0022;027;000;000;0000;Area;201
Мамонтовский;р-н;0022;028;000;000;0000;Area;201
Михайловский;р-н;0022;029;000;000;0000;Area;201
Немецкий Национальный;р-н;0022;030;000;000;0000;Area;201
Новичихинский;р-н;0022;031;000;000;0000;Area;201
Павловский;р-н;0022;032;000;000;0000;Area;201
Панкрушихинский;р-н;0022;033;000;000;0000;Area;201
Первомайский;р-н;0022;034;000;000;0000;Area;201
Петропавловский;р-н;0022;035;000;000;0000;Area;201
Поспелихинский;р-н;0022;036;000;000;0000;Area;201
Ребрихинский;р-н;0022;037;000;000;0000;Area;201
Родинский;р-н;0022;038;000;000;0000;Area;201
Романовский;р-н;0022;039;000;000;0000;Area;201
Рубцовский;р-н;0022;040;000;000;0000;Area;201
Славгородский;р-н;0022;041;000;000;0000;Area;201
Смоленский;р-н;0022;042;000;000;0000;Area;201
Советский;р-н;0022;043;000;000;0000;Area;201
Солонешенский;р-н;0022;044;000;000;0000;Area;201
Солтонский;р-н;0022;045;000;000;0000;Area;201
Суетский;р-н;0022;046;000;000;0000;Area;201
Табунский;р-н;0022;047;000;000;0000;Area;201
Тальменский;р-н;0022;048;000;000;0000;Area;201
Тогульский;р-н;0022;049;000;000;0000;Area;201
Топчихинский;р-н;0022;050;000;000;0000;Area;201
Третьяковский;р-н;0022;051;000;000;0000;Area;201
Троицкий;р-н;0022;052;000;000;0000;Area;201
Тюменцевский;р-н;0022;053;000;000;0000;Area;201
Угловский;р-н;0022;054;000;000;0000;Area;201
Усть-Калманский;р-н;0022;055;000;000;0000;Area;201
Усть-Пристанский;р-н;0022;056;000;000;0000;Area;201
Хабарский;р-н;0022;057;000;000;0000;Area;201
Целинный;р-н;0022;058;000;000;0000;Area;201
Чарышский;р-н;0022;059;000;000;0000;Area;201
Шелаболихинский;р-н;0022;060;000;000;0000;Area;201
Шипуновский;р-н;0022;061;000;000;0000;Area;201
Абинский;р-н;0023;002;000;000;0000;Area;201
Анапский;р-н;0023;003;000;000;0000;Area;201
Апшеронский;р-н;0023;004;000;000;0000;Area;201
Белоглинский;р-н;0023;005;000;000;0000;Area;201
Белореченский;р-н;0023;006;000;000;0000;Area;201
Брюховецкий;р-н;0023;007;000;000;0000;Area;201
Выселковский;р-н;0023;008;000;000;0000;Area;201
Гулькевичский;р-н;0023;009;000;000;0000;Area;201
Динской;р-н;0023;010;000;000;0000;Area;201
Ейский;р-н;0023;011;000;000;0000;Area;201
Кавказский;р-н;0023;012;000;000;0000;Area;201
Калининский;р-н;0023;013;000;000;0000;Area;201
Каневской;р-н;0023;014;000;000;0000;Area;201
Каневский;р-н;0023;014;000;000;0000;Area;201
Кореновский;р-н;0023;015;000;000;0000;Area;201
Красноармейский;р-н;0023;016;000;000;0000;Area;201
Крыловский;р-н;0023;017;000;000;0000;Area;201
Крымский;р-н;0023;018;000;000;0000;Area;201
Курганинский;р-н;0023;019;000;000;0000;Area;201
Кущевский;р-н;0023;020;000;000;0000;Area;201
Лабинский;р-н;0023;021;000;000;0000;Area;201
Ленинградский;р-н;0023;022;000;000;0000;Area;201
Мостовский;р-н;0023;023;000;000;0000;Area;201
Новокубанский;р-н;0023;024;000;000;0000;Area;201
Новопокровский;р-н;0023;025;000;000;0000;Area;201
Отрадненский;р-н;0023;026;000;000;0000;Area;201
