Cod_bank;Name_bank;Name_okato;Name_osb;Cod_osb;Filial;Nas_punkt;Adress;prim;mbk
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1432;г. Великий Новгород;ул. Б.С-Петербургская, 138;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1434;г. Великий Новгород;ул. Б.С-Петербургская, 13;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1671;Сольцы;ул. Ленина, 6;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1431;г. Великий Новгород;пр-т Мира, 13, к. 1;;1
55;Северо-западный банк;Псковская область;Псковское ОСБ;8630;1728;г. Псков;пр-т Рижский, 52;;1
55;Северо-западный банк;Псковская область;Псковское ОСБ;8630;1708;г. Псков;ул. Рокоссовского, 16;;1
55;Северо-западный банк;Псковская область;Псковское ОСБ;8630;1686;Струги Красные;ул. Советская, 16;;1
55;Северо-западный банк;Псковская область;Псковское ОСБ;8630;1806;Порхов;ул. Плеханова, 3;;1
55;Северо-западный банк;Псковская область;Псковское ОСБ;8630;1792;г. Псков;ул. Максима Горького, 6;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1227;Прибрежный;ул. Воскресенская, 6;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1447;г. Великий Новгород;ул. Андреевская, 10/13;;1
55;Северо-западный банк;Псковская область;Псковское ОСБ;8630;1720;Псковская область;Псков, 11;;1
55;Северо-западный банк;Псковская область;Псковское ОСБ;8630;1685;Остров;ул. 111 Стрелковой д., 14;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1670;Парфино;пер. Зеленый, 3;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1669;Холм;ул. Октябрьская, 47;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1494;г. Старая Русса;ул. Карла Либкнехта, 13-63;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1495;г. Старая Русса;ул. Восстания, 6;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1526;п. Пола;ул. Пионерская, 42;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1492;Новгородская область;Старая Русса, 9;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1498;г. Старая Русса;ул. Володарского, 30;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1496;п. Поддорье;ул. Победы, 10;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1684;Демянск;ул. Черняховского, 28;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1467;Валдай;ул. Народная, 4;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1510;п. Лычково;ул. 1 Мая, 13;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1518;Крестцы;ул. Лесная, 34;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1534;Марево;ул. Комсомольская, 19;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1682;Окуловка;ул. Кирова, 9;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1683;Пестово;ул. Пионеров, 19;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1483;г. Юбилейный;ул. Сосновая, 3;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1454;Боровичи;ул. Гоголя, 90;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1451;Боровичи;бул. Школьный, 25;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1450;Боровичи;ул. Ленинградская, 48;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1458;Боровичи;ул. Московская, 30;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1459;Боровичи;ул. Кокорина, 56;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1474;Окуловка;ул. Стрельцова, 7;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1475;Угловка;ул. Центральная, 9;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1537;Любытино;ул. Советов, 34;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1470;пгт Кулотино;пр-т Советский, 4;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1479;пгт Неболчи;ул. Советская, 11;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1538;Хвойная;ул. Красных Зорь, 23;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1460;Мошенское;ул. 1 Мая, 10;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1457;Боровичи;ул. Сушанская, 19;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1764;Боровичи;ул. Софьи Перовской, 3;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1482;Хвойная;ул. Пионерская, 12;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1713;Кандалакша;ул. Новая, 10;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1401;г. Апатиты;пл. Геологов, 1;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1397;Кировск;пр-т Ленина, 24;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1357;Кандалакша;ул. Аэронавтов, 2;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1364;Умба;ул. Беломорская, 6;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1391;Полярные Зори;ул. Ломоносова, 28;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1388;г. Апатиты;ул. Московская, 2;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1398;Кировск;ул. Юбилейная, 2;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1675;Ковдор;ул. Кошица, 21;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1738;Кировск;ул. Юбилейная, 13;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1367;г. Мончегорск;ул. Бредова, 12;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1365;г. Мончегорск;ул. Морошковая, 2;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1372;Оленегорск;пр-т Ленинградский, 7;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1369;Оленегорск;ул. Строительная, 59;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1736;г. Мончегорск;пр-т Металлургов, 48, к. 1;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1848;г. Мончегорск;пр-т Металлургов, 7;;1
55;Северо-западный банк;Мурманская область;Мурманское ОСБ;8627;1849;г. Апатиты;ул. Ферсмана, 32;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1286;г. Краснознаменск;ул. Советская, 32;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1285;г. Советск;ул. Капитана Лямина, 9;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1288;Славск;ул. Советская, 18;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1287;Неман;ул. Победы, 32;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1280;Нестеров;ул. Черняховского, 18;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1273;Черняховск;ул. Калинина, 14;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1282;г. Озерск;ул. Советская, 11;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1275;Черняховск;пер. 2-й Дачный, 22;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1278;Гусев;ул. Победы, 1;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1277;Гусев;ул. Ленина, 24;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1674;Светлогорск;пр-т Калининградский, 77;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1304;Янтарный;ул. Советская, 40;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1308;Светлогорск;ул. Подгорная, 20;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1302;Светлогорск;ул. Мичурина, 2;;1
55;Северо-западный банк;Калининградская область;Калининградское ОСБ;8626;1303;п. Пионерский;ул. Комсомольская, 47;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0222;Санкт-Петербург;ул. Ивановская, 7;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0698;Санкт-Петербург;ул. Бухарестская, 23, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0047;Санкт-Петербург;пр-т Лиговский, 185;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0606;Санкт-Петербург;ул. Бухарестская, 43;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0679;Санкт-Петербург;ул. Белы Куна, 16;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0671;Санкт-Петербург;ул. Димитрова, 12, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0668;Санкт-Петербург;ул. Белградская, 26, к. 6;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0612;Санкт-Петербург;пер. Альпийский, 9, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0567;Санкт-Петербург;ул. Прибрежная, 8, к. 2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0565;Санкт-Петербург;ул. Ивановская, 20;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0529;Санкт-Петербург;пр-т Елизарова, 3;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0457;Санкт-Петербург;ул. Крупской, 29;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0409;Санкт-Петербург;ул. Седова, 89, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0382;Санкт-Петербург;ул. Седова, 36;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0660;Санкт-Петербург;ул. Турку, 24, к. 2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0759;Санкт-Петербург;ул. Пловдивская, 9;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0692;Санкт-Петербург;пр-т Обуховской Обороны, 243;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0737;Санкт-Петербург;ул. Бухарестская, 112;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0725;Санкт-Петербург;ул. Димитрова, 20, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0712;Санкт-Петербург;ул. Купчинская, 32, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0703;Санкт-Петербург;ул. Купчинская, 23, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0758;Санкт-Петербург;ул. Олеко Дундича, 34, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1113;Санкт-Петербург;наб. Обводного канала, 24;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1729;Санкт-Петербург;ул. Седова, 11;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1733;Санкт-Петербург;ул. Пражская, 48/50;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1747;Санкт-Петербург;ул. Софийская, 60;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1748;Санкт-Петербург;ул. Белы Куна, 30;;1
55;Северо-западный банк;Новгородская область;Новгородское ОСБ;8629;1850;Боровичи;ул. Льва Толстого, 32/34;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0055;Санкт-Петербург;пр-т Невский, 99-101;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1107;Санкт-Петербург;ул. Верейская, 16;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0514;Санкт-Петербург;ул. Гороховая, 58;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0705;Санкт-Петербург;ул. Егорова, 21;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0310;Санкт-Петербург;ул. Казанская, 52/24;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0785;Санкт-Петербург;пр-т Суворовский, 38;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0019;Санкт-Петербург;ул. 7-я Советская, 9/20;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0369;Санкт-Петербург;пр-т Английский, 40;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0233;Санкт-Петербург;пл. Сенная, 5;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0054;Санкт-Петербург;пр-т Декабристов, 43-45;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0112;Санкт-Петербург;наб. Обводного канала, 219-221;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0308;Санкт-Петербург;ул. Миллионная, 25;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0135;Санкт-Петербург;ул. Казанская, 8-10;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0020;Санкт-Петербург;пр-т Литейный, 35;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0015;Санкт-Петербург;пр-т Невский, 82;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0009;Санкт-Петербург;ул. Марата, 65/20;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0053;Санкт-Петербург;пр-т Измайловский, 3;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0051;Санкт-Петербург;пер. Коломенская, 1/15;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0394;Санкт-Петербург;пр-т Литейный, 7;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0405;Санкт-Петербург;ул. 10-я Советская, 15/27;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0411;Санкт-Петербург;ул. Жуковского, 30;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0773;Санкт-Петербург;пер. Басков, 13-15;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0774;Санкт-Петербург;пр-т Вознесенский, 37/6;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0793;Санкт-Петербург;ул. Маяковского, 1/96;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1097;Санкт-Петербург;пр-т Троицкий, 7;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1694;Санкт-Петербург;наб. Робеспьера, 6;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1795;Санкт-Петербург;пр-т Невский, 38/4;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0001;Санкт-Петербург;ул. 5-я Красноармейская, 2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1800;Санкт-Петербург;пр-т Старо-Петергофский, 30, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1811;Санкт-Петербург;пр-т Лиговский, 26-38 лит А, к.;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0637;Санкт-Петербург;пр-т Московский, 133;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0493;Санкт-Петербург;пр-т Юрия Гагарина, 27;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0630;Санкт-Петербург;пр-т Ветеранов, 78;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0349;Санкт-Петербург;пр-т Московский, 200;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0227;Санкт-Петербург;пр-т Стачек, 80/1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0622;Санкт-Петербург;пр-т Ветеранов, 43;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0415;Санкт-Петербург;пр-т Стачек, 40;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0549;Санкт-Петербург;ул. Краснопутиловская, 16/13;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0587;Санкт-Петербург;пр-т Ленинский, 117, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0616;Санкт-Петербург;пр-т Дачный, 33, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0559;Санкт-Петербург;ул. Орджоникидзе, 27;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0640;Санкт-Петербург;пр-т Ветеранов, 95;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0653;Санкт-Петербург;ул. Лени Голикова, 3;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0657;Санкт-Петербург;ул. Краснопутиловская, 121;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0520;Санкт-Петербург;ул. Варшавская, 37, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0610;Санкт-Петербург;пр-т Стачек, 73;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0611;Санкт-Петербург;пр-т Космонавтов, 29, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0533;Санкт-Петербург;ул. Типанова, 18;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0607;Санкт-Петербург;пр-т Витебский, 53, к. 4;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0615;Санкт-Петербург;пр-т Московский, 70;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0414;Санкт-Петербург;пр-т Московский, 145;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0624;Санкт-Петербург;ш. Московское, 10;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0646;Санкт-Петербург;ул. Пилотов, 18, к. 4;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0591;Санкт-Петербург;ул. Бассейная, 17;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0713;Санкт-Петербург;пр-т Ленинский, 147;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0730;Санкт-Петербург;пр-т Стачек, 105, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0741;Санкт-Петербург;пр-т Стачек, 18;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0732;Санкт-Петербург;ш. Пулковское, 3, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0768;Санкт-Петербург;ул. Звездная, 16;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1093;Санкт-Петербург;пр-т Ленинский, 129;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1724;Санкт-Петербург;ш. Пулковское, 17, к. 2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1740;Санкт-Петербург;пр-т Космонавтов, 14;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1702;Санкт-Петербург;бул. Новаторов, 11;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0718;Санкт-Петербург;ул. М.Казакова, 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1782;Санкт-Петербург;пр-т Московский, 191;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1820;Санкт-Петербург;ул. Севастьянова, 7;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0715;Санкт-Петербург;пр-т Сизова, 30, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0017;Сестрорецк;ул. Токарева, 16;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1105;Санкт-Петербург;ул. Яхтенная, 10, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1100;Санкт-Петербург;ул. Планерная, 47, к. 3;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0764;Санкт-Петербург;ул. Авиаконструкторов, 21;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0128;Санкт-Петербург;пр-т Приморский, 27;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0581;Санкт-Петербург;ш. Ланское, 69;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0525;Санкт-Петербург;наб. Черной речки, 10;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0503;г. Зеленогорск;ул. Ленина, 25/2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0468;Песочный;ул. Ленинградская, 52;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0387;п. Лисий Нос;ул. Межевая, 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0420;Кронштадт;ул. Петровская, 13/6;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0588;Санкт-Петербург;ш. Ланское, 13;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0778;Сестрорецк;ул. Володарского, 4/2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0800;Санкт-Петербург;пр-т Комендантский, 9;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0779;Кронштадт;пр-т Ленина, 21/2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0760;Санкт-Петербург;ул. Долгоозерная, 16, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0754;Санкт-Петербург;пр-т Испытателей, 31, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0740;Санкт-Петербург;пр-т Богатырский, 10;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;0770;Кронштадт;ул. Станюковича, 5;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1673;Санкт-Петербург;ул. Торжковская, 5;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1688;Санкт-Петербург;пр-т Комендантский, 30, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1116;Санкт-Петербург;пер. Земский, 11, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1741;Санкт-Петербург;ул. Туристская, 4, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1775;Санкт-Петербург;пр-т Коломяжский, 15, к. 2;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1779;Санкт-Петербург;ал. Поликарпова, 6, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1701;Санкт-Петербург;пр-т Богатырский, 51, к. 1;;1
55;Северо-западный банк;г. Санкт-Петербург;Головное отделение по Санкт-Петербургу и ЛО;9055;1824;Санкт-Петербург;пр-т Богатырский, 41, к. 1;;1
