Cod_bank;Name_bank;Name_okato;Name_osb;Cod_osb;Filial;Nas_punkt;Adress;prim;mbk
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;154;г. Омск;ул. Челюскинцев, 83;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;156;г. Омск;пр. Космический, 1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;161;г. Омск;ул. Чернышевского, 3;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;167;г. Омск;ул. 22 Партсъезда, 5;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;174;г. Омск;ул. 33 Северная, 40а;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;176;г. Омск;ст. Входная, 3;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;177;г. Омск;2-я Любинская, 2а;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;179;г. Омск;ул. Мельничная, 96;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;182;г. Омск;пр. Мира, 36;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;183;г. Омск;ул. 50 лет Профсоюзов, 4;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;184;г. Омск;ул. Нефтезаводская, 15;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;185;г. Омск;ул. Химиков, 46;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;186;г. Омск;пр. Космический, 101;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;187;г. Омск;ул. Багратиона, 23, к.1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;188;г. Омск;ул. Попова, 11;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;191;г. Омск;ул. 2 Поселковая, 12;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;192;г. Омск;ул. Коммунальная, 15;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;194;г. Омск;ул. Бархатовой, 8;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;195;г. Омск;пр. Мира, 43;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;196;г. Омск;ул. Ватутина, 5, к.Б;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;197;г. Омск;ул. Лукашевича, 10В;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;200;г. Омск;ул. Стрельникова, 6;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;201;г. Омск;ул. Белозерова, 3;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;202;г. Омск;ул. Лермонтова, 20;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;205;г. Омск;ул. Дианова, 7в;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;206;г. Омск;ул. Б.Хмельницкого, 214;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;207;г. Омск;ул. Моторная, 11;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;208;г. Омск;Сибирский пр., 2/1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;210;г. Омск;ул. Иркутская, 70/1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;212;г. Омск;ул. Степанца, 10, к.3;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;213;г. Омск;ул. 4-я Кордная, 44;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;217;г. Омск;бул. Архитекторов, 5;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;220;г. Омск;ул. Конева, 20, к.1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;223;г. Омск;ул. Товстухо, 1А;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;224;г. Омск;ул. 50 лет Профсоюзов, 111;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;227;г. Омск;ул. Масленникова, 62;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;228;г. Омск;ул. Профинтерна, 4;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;230;г. Омск;ул. Челюскинцев, 97;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;231;г. Омск;ул. Орджоникидзе, 56;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;232;г. Омск;пр. Маркса, 64;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;233;г. Омск;ул. 15-ая рабочая, 24;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;234;г. Омск;ул. Красный путь, 11;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;235;с. Азово;пл. Возрождения, 1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;237;г. Омск;ул. Краснознаменая, 26, к. 3;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;238;г. Омск;ул. Лисицкого, 3а;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;239;г. Омск;ул. Крупской, 25, к.1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;241;г. Омск;ул. Взлетная, 3б;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;242;г. Омск;ул. Фрунзе, 1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;243;г. Омск;ул. Нефтезаводская, 28, к. 2;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;244;г. Омск;пр-т Менделеева, 44/1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;245;г. Омск;ул. Декабристов, 116;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;248;г. Омск;ул. Братская, 19, к. 2;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;249;г. Омск;ул. Рождественского, 9, к. 3;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;250;г. Омск;ул. Фрунзе, 49;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;251;г. Омск;ул. Крупской, 10;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;252;с. Усть Заостровка;ул. Мира, 51;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;253;Ачаир;ул. Школьная, 46;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;254;п. Ростовка;Ростовка, 3;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;255;Ачаирский;ул. Мира, 10;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;256;п. Лузино;ул. 30 лет Победы, 15;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;257;Новоомский;ул. 50 лет Октября, 29;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;258;Калинино;ул. Советская, 2а;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;259;Красноярка;ул. Ленина, 6;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;260;г. Пушкино;ул. Ленина, 56;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;261;Петровка;ул. Советская, 27;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;262;п. Чернолучинский;ул. Пионерская, 16;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;263;п. Надеждино;ул. Центральная, 37;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;264;с. Покровка;ул. Центральная, 43;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;265;Новотроицкое;ул. Центральная, 7;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;266;Андреевка;ул. Центральная, 46;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;267;Иртышский;ул. Садовая, 18;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;268;Богословка;ул. Ленина, 34;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;269;Дружино;ул. Перспективная, 23;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;270;с. Ключи;ул. Березовая, 1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;271;Розовка;ул. 50 лет Октября, 21;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;272;г. Омск;ул. 22 Апреля, 19, к. 1;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;273;г. Омск;ул. Лермонтова, 171;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;276;г. Омск;ул. Трансcибирская, 28;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;45;г. Омск;ул. Котельникова, 10;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;58;г. Омск;ул. 12 Декабря, 104;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;61;г. Омск;ул. 3-я Молодежная, 49;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;69;г. Омск;ул. 10 лет Октября, 44;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;83;г. Омск;ул. 6-я Станционная, 39;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;84;г. Омск;ул. Вокзальная, 27;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;87;г. Омск;ул. 4-я Марьяновская, 4;;1
67;Западно-Сибирский банк;Омская область;Омское ОСБ;8634;98;г. Омск;ул. 10-я Чередовая, 21;;1
67;Западно-Сибирский банк;Омская область;Таврическое ОСБ;5925;30;с. Любомировка;ул. Лизы Чайкиной, 8;;1
67;Западно-Сибирский банк;Омская область;Таврическое ОСБ;5925;36;г. Новоуральское;ул. Центральная, 1;;1
67;Западно-Сибирский банк;Омская область;Тарское ОСБ;2243;76;с. Кип;пер. Набережный, 2;;1
67;Западно-Сибирский банк;Тюменская область;Губкинское ОСБ;8495;15;г. Тарко-Сале;ул. Геологов, 3, стр. А;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;101;Ильинка;ул. Советская, 12;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;108;д. Большие Ярки;ул. Кирова, 22;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;114;г. Ишим;ул. Полины Осипенко, 35;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;12;с. Плешково;ул. Луговая, 3/1;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;20;с. Гагарино;ул. Гагарина, 21в;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;25;с. Новотравное;ул. Центральная, 36/1;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;27;г. Ишим;ул. Пономарева, 24/1;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;29;г. Ишим;ул. Чехова, 15;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;44;г. Ишим;ул. 40 лет Победы, 1;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;48;г. Ишим;ул. Республики, 76;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;49;д. Неволина;ул. Центральная, 30;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;52;Б.Сорокино;ул. Карбышева, 1б;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;577;г. Ишим;ул. Садовая Малая, 76;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;6;п. Октябрьский;ул. Ленина, 24;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;60;с. Викулово;ул. К.Маркса, 42;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;65;с. Коточиги;ул. 8 Марта, 14/2;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;67;с. Калинино;ул. 60 лет СССР, 12/1;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;73;с. Абатское;ул. Ленина, 26;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;80;с. Быструха;ул. Центральная, 41/1;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;87;с. Сладково;ул. Ленина, 90;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;9;г. Ишим;ул. Чернышевского, 2;;1
67;Западно-Сибирский банк;Тюменская область;Ишимское ОСБ;577;99;с. Казанское;ул. Ленина, 6а;;1
67;Западно-Сибирский банк;Тюменская область;Надымское ОСБ;8028;16;г. Надым;ул. Зверева, 21;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;7962;г. Нефтеюганск;мкрн. 1-й, 25;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;18;г. Нефтеюганск;мкрн. 12-й, 27;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;2;г. Нефтеюганск;мкрн. 6-й, 24;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;20;г. Нефтеюганск;мкрн. 2-й, 5;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;21;г. Нефтеюганск;мкрн. 13-й, 6;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;37;г. Нефтеюганск;мкрн. 14-й, 58;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;38;г. Нефтеюганск;мкрн. 16а, 67;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;4;г. Нефтеюганск;мкрн. 8-й, 1;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;5;г. Нефтеюганск;мкрн. 5-й, 2;;1
67;Западно-Сибирский банк;Тюменская область;Нефтеюганское ОСБ;7962;9;г. Нефтеюганск;мкрн. 10-й, 22;;1
67;Западно-Сибирский банк;Тюменская область;Нижневартовское ОСБ;5939;5939;г. Нижневартовск;ул. Интернациональная, 10;;1
67;Западно-Сибирский банк;Тюменская область;Нижневартовское ОСБ;5939;17;г. Нижневартовск;ул. Омская, 25;;1
67;Западно-Сибирский банк;Тюменская область;Нижневартовское ОСБ;5939;88;г. Мегион;ул. Проспект победы, 2;;1
67;Западно-Сибирский банк;Тюменская область;Новоуренгойское ОСБ;8369;16;пгт Тазовский;ул. Спортивная, 7;;1
67;Западно-Сибирский банк;Тюменская область;Новоуренгойское ОСБ;8369;17;Гыда;ул. Полярная, 2;;1
67;Западно-Сибирский банк;Тюменская область;Няганское ОСБ;8448;10;с. Шеркалы;ул. Сенькина, 18;;1
67;Западно-Сибирский банк;Тюменская область;Няганское ОСБ;8448;14;п. Карымкары;ул. Ленина, 59;;1
67;Западно-Сибирский банк;Тюменская область;Няганское ОСБ;8448;15;пгт Приобье;ул. Крымская, 1;;1
67;Западно-Сибирский банк;Тюменская область;Няганское ОСБ;8448;16;п. Сергино;ул. Центральная, 12;;1
67;Западно-Сибирский банк;Тюменская область;Няганское ОСБ;8448;24;п. Алябьево;ул. Токмянина, 14;;1
67;Западно-Сибирский банк;Тюменская область;Няганское ОСБ;8448;26;г. Югорск-2;Югорск-2, 1;;1
67;Западно-Сибирский банк;Тюменская область;Няганское ОСБ;8448;9;п. Малый Атлым;ул. Центральная, 14;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;10;г. Салехард;ул. Чапаева, 13а;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;1790;г. Салехард;ул. Республики, 41;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;39;г. Салехард;ул. Губкина, 6;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;40;г. Лабытнанги;ул. Первомайская, 27;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;41;г. Лабытнанги;ул. Автострадная, 10а;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;42;п. Харп;ул. Дзержинского, 12;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;49;г. Салехард;ул. Трудовая, 2;;1
67;Западно-Сибирский банк;Тюменская область;Салехардское ОСБ;1790;50;Яр-Сале;ул. Советская, 14а;;1
67;Западно-Сибирский банк;Тюменская область;Сургутское ОСБ;5940;1;с. Сытомино;ул. Центральная, 88;;1
67;Западно-Сибирский банк;Тюменская область;Сургутское ОСБ;5940;17;д. Лямина;ул. Центральная, 9;;1
67;Западно-Сибирский банк;Тюменская область;Сургутское ОСБ;5940;24;п. Русскинские;ул. Новоселов, 9;;1
67;Западно-Сибирский банк;Тюменская область;Сургутское ОСБ;5940;32;п. Высокий Мыс;ул. Советская, 23;;1
67;Западно-Сибирский банк;Тюменская область;Сургутское ОСБ;5940;5;с. Угут;ул. Советская, 3;;1
67;Западно-Сибирский банк;Тюменская область;Сургутское ОСБ;5940;83;г. Сургут;ул. Игоря Киртбая, 20а;;1
67;Западно-Сибирский банк;Тюменская область;Тобольское ОСБ;58;102;г. Тобольск;ул. Кондинская, стр. 10/2;;1
67;Западно-Сибирский банк;Тюменская область;Тобольское ОСБ;58;98;с. Демьянское;ул. НПС, стр. 24;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;102;г. Тюмень;ул. Московский тракт, 102;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;133;с. Тюнево;ул. Садовая, 7;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;138;с. Покровское;ул. Советская, 71;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;142;с. Дубровное;ул. Центральная, 9;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;152;Богандинский;ул. Строителей, 5;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;153;с. Кулаково;ул. Советская, 1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;154;г. Каменка;ул. Новая, 19;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;156;п. Мальково;ул. Мира, 7;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;159;с. Перевалово;ул. Советская, 10;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;163;Луговое;ул. Плодовая, 7;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;165;с. Горьковка;ул. Молодежная, 11;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;169;Боровский;ул. Мира, 9;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;170;г. Тюмень;ул. Республики, 156;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;182;г. Тюмень;ул. Ямская, 75, к. 1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;79;г. Тюмень;ул. 50 лет ВЛКСМ, 13, к. 2;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;24;п. Кондинский;ул. Ленина, 21;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;26;г.Тюмень; ул.Беляева, 19/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;53;г.Тюмень; ул.Домостроителей, 38/5;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;56;г.Тюмень; ул.Мориса Тореза, 1/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;74;г.Тюмень; ул.Котовского, 17а;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;79;г.Тюмень; ул.50 лет ВЛКСМ, 13/2;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;83;г.Тюмень; ул.Республики, 194/2;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;87;г.Тюмень; ул.Республики, 213/6;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;88;г.Тюмень; ул. Щербакова, 140/6;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;89;г.Тюмень; ул.Пермякова, 46;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;91;п.Антипина; ул.Ленинградская, 11;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;93;г.Тюмень; ул.Кирова, 35/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;94;г.Тюмень; ул.Механическая, 31/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;95;г.Тюмень; ул.Ватутина, 55/3;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;96;г.Тюмень; ул.Валерии Гнаровской, 5 стр.2;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;102;г.Тюмень; ул. Московский тракт, 118;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;108;г.Тюмень;" аэропорт ""Плеханово""";;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;111;г.Тюмень; ул.Луначарского, 18/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;112;г.Тюмень; ул.Червишевский тракт, 19;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;113;г.Тюмень; ул.Моторостроителей, 8/4;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;114;г.Тюмень; ул.8 Марта,2/16;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;115;г.Тюмень; ул. Московский тракт, 141, корп.3/3;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;119;с.Нижняя Тавда; ул.Мира, 4;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;137;с.Ярково; ул.Ленина, 107;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;150;с.Червишево; ул.Совхозная, 55;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;151;с.Успенка; ул.тракт Московский, 112б;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;152;р.п.Богандинский; ул.Строителей, 5;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;153;с.Кулаково; ул.Советская, 1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;155;р.п.Боровский; ул.Советская, 11;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;156;с.Мальково; ул.Мира, 5;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;158;р.п.Винзили; ул.Гагарина,3а;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;160;с.Ембаево; ул.Советская, 88;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;161;п.Московский; ул.Бурлаки, 2;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;162;п.Каскара; ул.Ленина ,4;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;165;с.Горьковка; ул.Молодежная, 11;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;149;г.Тюмень; ул.Московский тракт, 14а;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;170;г.Тюмень; ул. Республики, 156/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;171;г.Тюмень; ул. Малыгина, 51/3;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;172;г.Тюмень; ул. Алебашевская,19;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;173;г.Тюмень; ул. Демьяна Бедного, 83,кор.1/5;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;174;г.Тюмень;  ул.Широтная, 171, корпус 1/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;175;г.Тюмень; ул. 50 лет Октября, 88;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;176;г.Тюмень; ул.Пермякова, 63/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;178;г.Тюмень; ул.Газовиков, 43/1;;1
67;Западно-Сибирский банк;Тюменская область;Тюменское городское ОСБ;29;181;г.Тюмень; ул.Ямская, 75/1;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;7961;г. Урай;ул. ленина, 90;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;10;п. Половинка;ул. комсомольская, 15, стр. а;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;11;с. чантырья;ул. советская, 35;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;13;г. Урай;мкрн. 2-й, 89, стр. а;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;14;пгт Междуреченский;ул. волгоградская, 12;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;15;с. Леуши;ул. волгоградская, 18, к. 2;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;16;с. Болчары;ул. ленина, 41, к. а;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;17;п. Ягодный;ул. центральная, 26;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;18;с. Алтай;ул. ленина, 21;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;19;пгт луговой;пер. базарный, 6, к. 2;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;20;д. Юмас;ул. мира, 10;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;21;пгт Куминский;ул. почтовая, 51;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;22;пгт Мортка;ул. ленина, 13;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;3;г. Урай;ул. шевченко, 14, к. 1;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;4;г. Урай;мкрн. 3, 6;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;5;г. Урай;мкрн. 1Г, 18;;1
67;Западно-Сибирский банк;Тюменская область;Урайское ОСБ;7961;9;п. Мулымья;ул. набережная, 41;;1
99;Московский банк Сбербанка России;г. Москва;Вернадское ОСБ;7970;1038;г. Москва;проезд Новодевичий, 4;ст. м. Спортивная;1
99;Московский банк Сбербанка России;г. Москва;Вернадское ОСБ;7970;1039;г. Москва;ул. 50 лет Октября, 11;ст. м. Юго-Западная;1
99;Московский банк Сбербанка России;г. Москва;Вернадское ОСБ;7970;1064;г. Москва;пр-т Комсомольский, 49;ст. м. Фрунзенская;1
99;Московский банк Сбербанка России;г. Москва;Вернадское ОСБ;7970;1071;г. Москва;ул. Остоженка, 30;ст. м. Парк Культуры, Кропоткинская;1
99;Московский банк Сбербанка России;г. Москва;Вернадское ОСБ;7970;1074;г. Москва;пр-т Вернадского, 70, к. а;ст. м. Проспект Вернадского;1
99;Московский банк Сбербанка России;г. Москва;Вернадское ОСБ;7970;1080;г. Москва;ул. Удальцова, 16;ст. м. Проспект Вернадского;1
